Id	Content	
310211151	将农场升至16级	
310211161	将农场升至17级	
310211171	将农场升至18级	
310211181	将农场升至19级	
310211191	将农场升至20级	
310211201	将农场升至21级	
310211211	将农场升至22级	
310211221	将农场升至23级	
310211231	将农场升至24级	
310211241	将农场升至25级	
310212011	将木材厂升至2级	
310212021	将木材厂升至3级	
310212031	将木材厂升至4级	
310212041	将木材厂升至5级	
310212051	将木材厂升至6级	
310212061	将木材厂升至7级	
310212071	将木材厂升至8级	
310212081	将木材厂升至9级	
310212091	将木材厂升至10级	
310212101	将木材厂升至11级	
310212111	将木材厂升至12级	
310212121	将木材厂升至13级	
310212131	将木材厂升至14级	
310212141	将木材厂升至15级	
310212151	将木材厂升至16级	
310212161	将木材厂升至17级	
310212171	将木材厂升至18级	
310212181	将木材厂升至19级	
310212191	将木材厂升至20级	
310212201	将木材厂升至21级	
310212211	将木材厂升至22级	
310212221	将木材厂升至23级	
310212231	将木材厂升至24级	
310212241	将木材厂升至25级	
310213011	将铁矿场升至2级	
310213021	将铁矿场升至3级	
310213031	将铁矿场升至4级	
310213041	将铁矿场升至5级	
310213051	将铁矿场升至6级	
310213061	将铁矿场升至7级	
310213071	将铁矿场升至8级	
310213081	将铁矿场升至9级	
310213091	将铁矿场升至10级	
310213101	将铁矿场升至11级	
310213111	将铁矿场升至12级	
310213121	将铁矿场升至13级	
310213131	将铁矿场升至14级	
310213141	将铁矿场升至15级	
310213151	将铁矿场升至16级	
310213161	将铁矿场升至17级	
310213171	将铁矿场升至18级	
310213181	将铁矿场升至19级	
310213191	将铁矿场升至20级	
310213201	将铁矿场升至21级	
310213211	将铁矿场升至22级	
310213221	将铁矿场升至23级	
310213231	将铁矿场升至24级	
310213241	将铁矿场升至25级	
310214011	将银矿场升至2级	
310214021	将银矿场升至3级	
310214031	将银矿场升至4级	
310214041	将银矿场升至5级	
310214051	将银矿场升至6级	
310214061	将银矿场升至7级	
310214071	将银矿场升至8级	
310214081	将银矿场升至9级	
310214091	将银矿场升至10级	
310214101	将银矿场升至11级	
310214111	将银矿场升至12级	
310214121	将银矿场升至13级	
310214131	将银矿场升至14级	
310214141	将银矿场升至15级	
310214151	将银矿场升至16级	
310214161	将银矿场升至17级	
310214171	将银矿场升至18级	
310214181	将银矿场升至19级	
310214191	将银矿场升至20级	
310214201	将银矿场升至21级	
310214211	将银矿场升至22级	
310214221	将银矿场升至23级	
310214231	将银矿场升至24级	
310214241	将银矿场升至25级	
310215011	将仓库升至2级	
310215021	将仓库升至3级	
310215031	将仓库升至4级	
310215041	将仓库升至5级	
310215051	将仓库升至6级	
310215061	将仓库升至7级	
310215071	将仓库升至8级	
310215081	将仓库升至9级	
310215091	将仓库升至10级	
310215101	将仓库升至11级	
310215111	将仓库升至12级	
310215121	将仓库升至13级	
310215131	将仓库升至14级	
310215141	将仓库升至15级	
310215151	将仓库升至16级	
310215161	将仓库升至17级	
310215171	将仓库升至18级	
310215181	将仓库升至19级	
310215191	将仓库升至20级	
310215201	将仓库升至21级	
310215211	将仓库升至22级	
310215221	将仓库升至23级	
310215231	将仓库升至24级	
310215241	将仓库升至25级	
310216011	将步兵营地升至2级	
310216021	将步兵营地升至3级	
310216031	将步兵营地升至4级	
310216041	将步兵营地升至5级	
310216051	将步兵营地升至6级	
310216061	将步兵营地升至7级	
310216071	将步兵营地升至8级	
310216081	将步兵营地升至9级	
310216091	将步兵营地升至10级	
310216101	将步兵营地升至11级	
310216111	将步兵营地升至12级	
310216121	将步兵营地升至13级	
310216131	将步兵营地升至14级	
310216141	将步兵营地升至15级	
310216151	将步兵营地升至16级	
310216161	将步兵营地升至17级	
310216171	将步兵营地升至18级	
310216181	将步兵营地升至19级	
310216191	将步兵营地升至20级	
310216201	将步兵营地升至21级	
310216211	将步兵营地升至22级	
310216221	将步兵营地升至23级	
310216231	将步兵营地升至24级	
310216241	将步兵营地升至25级	
310217011	将火枪兵营地升至2级	
310217021	将火枪兵营地升至3级	
310217031	将火枪兵营地升至4级	
310217041	将火枪兵营地升至5级	
310217051	将火枪兵营地升至6级	
310217061	将火枪兵营地升至7级	
310217071	将火枪兵营地升至8级	
310217081	将火枪兵营地升至9级	
310217091	将火枪兵营地升至10级	
310217101	将火枪兵营地升至11级	
310217111	将火枪兵营地升至12级	
310217121	将火枪兵营地升至13级	
310217131	将火枪兵营地升至14级	
310217141	将火枪兵营地升至15级	
310217151	将火枪兵营地升至16级	
310217161	将火枪兵营地升至17级	
310217171	将火枪兵营地升至18级	
310217181	将火枪兵营地升至19级	
310217191	将火枪兵营地升至20级	
310217201	将火枪兵营地升至21级	
310217211	将火枪兵营地升至22级	
310217221	将火枪兵营地升至23级	
310217231	将火枪兵营地升至24级	
310217241	将火枪兵营地升至25级	
310218011	将骑兵营地升至2级	
310218021	将骑兵营地升至3级	
310218031	将骑兵营地升至4级	
310218041	将骑兵营地升至5级	
310218051	将骑兵营地升至6级	
310218061	将骑兵营地升至7级	
310218071	将骑兵营地升至8级	
310218081	将骑兵营地升至9级	
310218091	将骑兵营地升至10级	
310218101	将骑兵营地升至11级	
310218111	将骑兵营地升至12级	
310218121	将骑兵营地升至13级	
310218131	将骑兵营地升至14级	
310218141	将骑兵营地升至15级	
310218151	将骑兵营地升至16级	
310218161	将骑兵营地升至17级	
310218171	将骑兵营地升至18级	
310218181	将骑兵营地升至19级	
310218191	将骑兵营地升至20级	
310218201	将骑兵营地升至21级	
310218211	将骑兵营地升至22级	
310218221	将骑兵营地升至23级	
310218231	将骑兵营地升至24级	
310218241	将骑兵营地升至25级	
310219011	将炮塔中心升至2级	
310219021	将炮塔中心升至3级	
310219031	将炮塔中心升至4级	
310219041	将炮塔中心升至5级	
310219051	将炮塔中心升至6级	
310219061	将炮塔中心升至7级	
310219071	将炮塔中心升至8级	
310219081	将炮塔中心升至9级	
310219091	将炮塔中心升至10级	
310219101	将炮塔中心升至11级	
310219111	将炮塔中心升至12级	
310219121	将炮塔中心升至13级	
310219131	将炮塔中心升至14级	
310219141	将炮塔中心升至15级	
310219151	将炮塔中心升至16级	
310219161	将炮塔中心升至17级	
310219171	将炮塔中心升至18级	
310219181	将炮塔中心升至19级	
310219191	将炮塔中心升至20级	
310219201	将炮塔中心升至21级	
310219211	将炮塔中心升至22级	
310219221	将炮塔中心升至23级	
310219231	将炮塔中心升至24级	
310219241	将炮塔中心升至25级	
310220011	将医院升至2级	
310220021	将医院升至3级	
310220031	将医院升至4级	
310220041	将医院升至5级	
310220051	将医院升至6级	
310220061	将医院升至7级	
310220071	将医院升至8级	
310220081	将医院升至9级	
310220091	将医院升至10级	
310220101	将医院升至11级	
310220111	将医院升至12级	
310220121	将医院升至13级	
310220131	将医院升至14级	
310220141	将医院升至15级	
310220151	将医院升至16级	
310220161	将医院升至17级	
310220171	将医院升至18级	
310220181	将医院升至19级	
310220191	将医院升至20级	
310220201	将医院升至21级	
310220211	将医院升至22级	
310220221	将医院升至23级	
310220231	将医院升至24级	
310220241	将医院升至25级	
310221011	将学院升至2级	
310221021	将学院升至3级	
310221031	将学院升至4级	
310221041	将学院升至5级	
310221051	将学院升至6级	
310221061	将学院升至7级	
310221071	将学院升至8级	
310221081	将学院升至9级	
310221091	将学院升至10级	
310221101	将学院升至11级	
310221111	将学院升至12级	
310221121	将学院升至13级	
310221131	将学院升至14级	
310221141	将学院升至15级	
310221151	将学院升至16级	
310221161	将学院升至17级	
310221171	将学院升至18级	
310221181	将学院升至19级	
310221191	将学院升至20级	
310221201	将学院升至21级	
310221211	将学院升至22级	
310221221	将学院升至23级	
310221231	将学院升至24级	
310221241	将学院升至25级	
310222011	将机枪塔升至2级	
310222021	将机枪塔升至3级	
310222031	将机枪塔升至4级	
310222041	将机枪塔升至5级	
310222051	将机枪塔升至6级	
310222061	将机枪塔升至7级	
310222071	将机枪塔升至8级	
310222081	将机枪塔升至9级	
310222091	将机枪塔升至10级	
310222101	将机枪塔升至11级	
310222111	将机枪塔升至12级	
310222121	将机枪塔升至13级	
310222131	将机枪塔升至14级	
310222141	将机枪塔升至15级	
310222151	将机枪塔升至16级	
310222161	将机枪塔升至17级	
310222171	将机枪塔升至18级	
310222181	将机枪塔升至19级	
310222191	将机枪塔升至20级	
310222201	将机枪塔升至21级	
310222211	将机枪塔升至22级	
310222221	将机枪塔升至23级	
310222231	将机枪塔升至24级	
310222241	将机枪塔升至25级	
310223011	将加农炮升至2级	
310223021	将加农炮升至3级	
310223031	将加农炮升至4级	
310223041	将加农炮升至5级	
310223051	将加农炮升至6级	
310223061	将加农炮升至7级	
310223071	将加农炮升至8级	
310223081	将加农炮升至9级	
310223091	将加农炮升至10级	
310223101	将加农炮升至11级	
310223111	将加农炮升至12级	
310223121	将加农炮升至13级	
310223131	将加农炮升至14级	
310223141	将加农炮升至15级	
310223151	将加农炮升至16级	
310223161	将加农炮升至17级	
310223171	将加农炮升至18级	
310223181	将加农炮升至19级	
310223191	将加农炮升至20级	
310223201	将加农炮升至21级	
310223211	将加农炮升至22级	
310223221	将加农炮升至23级	
310223231	将加农炮升至24级	
310223241	将加农炮升至25级	
310224011	将重炮升至2级	
310224021	将重炮升至3级	
310224031	将重炮升至4级	
310224041	将重炮升至5级	
310224051	将重炮升至6级	
310224061	将重炮升至7级	
310224071	将重炮升至8级	
310224081	将重炮升至9级	
310224091	将重炮升至10级	
310224101	将重炮升至11级	
310224111	将重炮升至12级	
310224121	将重炮升至13级	
310224131	将重炮升至14级	
310224141	将重炮升至15级	
310224151	将重炮升至16级	
310224161	将重炮升至17级	
310224171	将重炮升至18级	
310224181	将重炮升至19级	
310224191	将重炮升至20级	
310224201	将重炮升至21级	
310224211	将重炮升至22级	
310224221	将重炮升至23级	
310224231	将重炮升至24级	
310224241	将重炮升至25级	
310225011	将机枪兵营地升至2级	
310225021	将机枪兵营地升至3级	
310225031	将机枪兵营地升至4级	
310225041	将机枪兵营地升至5级	
310225051	将机枪兵营地升至6级	
310225061	将机枪兵营地升至7级	
310225071	将机枪兵营地升至8级	
310225081	将机枪兵营地升至9级	
310225091	将机枪兵营地升至10级	
310225101	将机枪兵营地升至11级	
310225111	将机枪兵营地升至12级	
310225121	将机枪兵营地升至13级	
310225131	将机枪兵营地升至14级	
310225141	将机枪兵营地升至15级	
310225151	将机枪兵营地升至16级	
310225161	将机枪兵营地升至17级	
310225171	将机枪兵营地升至18级	
310225181	将机枪兵营地升至19级	
310225191	将机枪兵营地升至20级	
310225201	将机枪兵营地升至21级	
310225211	将机枪兵营地升至22级	
310225221	将机枪兵营地升至23级	
310225231	将机枪兵营地升至24级	
310225241	将机枪兵营地升至25级	
310226011	将掷弹兵营地升至2级	
310226021	将掷弹兵营地升至3级	
310226031	将掷弹兵营地升至4级	
310226041	将掷弹兵营地升至5级	
310226051	将掷弹兵营地升至6级	
310226061	将掷弹兵营地升至7级	
310226071	将掷弹兵营地升至8级	
310226081	将掷弹兵营地升至9级	
310226091	将掷弹兵营地升至10级	
310226101	将掷弹兵营地升至11级	
310226111	将掷弹兵营地升至12级	
310226121	将掷弹兵营地升至13级	
310226131	将掷弹兵营地升至14级	
310226141	将掷弹兵营地升至15级	
310226151	将掷弹兵营地升至16级	
310226161	将掷弹兵营地升至17级	
310226171	将掷弹兵营地升至18级	
310226181	将掷弹兵营地升至19级	
310226191	将掷弹兵营地升至20级	
310226201	将掷弹兵营地升至21级	
310226211	将掷弹兵营地升至22级	
310226221	将掷弹兵营地升至23级	
310226231	将掷弹兵营地升至24级	
310226241	将掷弹兵营地升至25级	
310230011	累计训练20个步兵单位	
310230021	累计训练50个步兵单位	
310230031	累计训练100个步兵单位	
310230041	累计训练200个步兵单位	
310230051	累计训练300个步兵单位	
310230061	累计训练500个步兵单位	
310230071	累计训练1000个步兵单位	
310230081	累计训练2000个步兵单位	
310230091	累计训练5000个步兵单位	
310230101	累计训练10000个步兵单位	
310230111	累计训练50000个步兵单位	
310230121	累计训练100000个步兵单位	
310230131	累计训练250000个步兵单位	
310230141	累计训练500000个步兵单位	
310230151	累计训练1000000个步兵单位	
310231011	累计训练20个火枪兵单位	
310231021	累计训练50个火枪兵单位	
310231031	累计训练100个火枪兵单位	
310231041	累计训练200个火枪兵单位	
310231051	累计训练300个火枪兵单位	
310231061	累计训练500个火枪兵单位	
310231071	累计训练1000个火枪兵单位	
310231081	累计训练2000个火枪兵单位	
310231091	累计训练5000个火枪兵单位	
310231101	累计训练10000个火枪兵单位	
310231111	累计训练50000个火枪兵单位	
310231121	累计训练100000个火枪兵单位	
310231131	累计训练250000个火枪兵单位	
310231141	累计训练500000个火枪兵单位	
310231151	累计训练1000000个火枪兵单位	
310232011	累计训练20个骑兵单位	
310232021	累计训练50个骑兵单位	
310232031	累计训练100个骑兵单位	
310232041	累计训练200个骑兵单位	
310232051	累计训练300个骑兵单位	
310232061	累计训练500个骑兵单位	
310232071	累计训练1000个骑兵单位	
310232081	累计训练2000个骑兵单位	
310232091	累计训练5000个骑兵单位	
310232101	累计训练10000个骑兵单位	
310232111	累计训练50000个骑兵单位	
310232121	累计训练100000个骑兵单位	
310232131	累计训练250000个骑兵单位	
310232141	累计训练500000个骑兵单位	
310232151	累计训练1000000个骑兵单位	
310233011	累计训练20个机枪兵单位	
310233021	累计训练50个机枪兵单位	
310233031	累计训练100个机枪兵单位	
310233041	累计训练200个机枪兵单位	
310233051	累计训练300个机枪兵单位	
310233061	累计训练500个机枪兵单位	
310233071	累计训练1000个机枪兵单位	
310233081	累计训练2000个机枪兵单位	
310233091	累计训练5000个机枪兵单位	
310233101	累计训练10000个机枪兵单位	
310233111	累计训练50000个机枪兵单位	
310233121	累计训练100000个机枪兵单位	
310233131	累计训练250000个机枪兵单位	
310233141	累计训练500000个机枪兵单位	
310233151	累计训练1000000个机枪兵单位	
310234011	累计训练20个掷弹兵单位	
310234021	累计训练50个掷弹兵单位	
310234031	累计训练100个掷弹兵单位	
310234041	累计训练200个掷弹兵单位	
310234051	累计训练300个掷弹兵单位	
310234061	累计训练500个掷弹兵单位	
310234071	累计训练1000个掷弹兵单位	
310234081	累计训练2000个掷弹兵单位	
310234091	累计训练5000个掷弹兵单位	
310234101	累计训练10000个掷弹兵单位	
310234111	累计训练50000个掷弹兵单位	
310234121	累计训练100000个掷弹兵单位	
310234131	累计训练250000个掷弹兵单位	
310234141	累计训练500000个掷弹兵单位	
310234151	累计训练1000000个掷弹兵单位	
310240011	农场累计生产100粮食	
310240021	农场累计生产500粮食	
310240031	农场累计生产1000粮食	
310240041	农场累计生产2000粮食	
310240051	农场累计生产5000粮食	
310240061	农场累计生产10000粮食	
310240071	农场累计生产20000粮食	
310240081	农场累计生产50000粮食	
310240091	农场累计生产100000粮食	
310240101	农场累计生产1000000粮食	
310241011	木材厂累计生产100木材	
310241021	木材厂累计生产500木材	
310241031	木材厂累计生产1000木材	
310241041	木材厂累计生产2000木材	
310241051	木材厂累计生产5000木材	
310241061	木材厂累计生产10000木材	
310241071	木材厂累计生产20000木材	
310241081	木材厂累计生产50000木材	
310241091	木材厂累计生产100000木材	
310241101	木材厂累计生产1000000木材	
310242011	铁矿场累计生产100黑铁	
310242021	铁矿场累计生产500黑铁	
310242031	铁矿场累计生产1000黑铁	
310242041	铁矿场累计生产2000黑铁	
310242051	铁矿场累计生产5000黑铁	
310242061	铁矿场累计生产10000黑铁	
310242071	铁矿场累计生产20000黑铁	
310242081	铁矿场累计生产50000黑铁	
310242091	铁矿场累计生产100000黑铁	
310242101	铁矿场累计生产1000000黑铁	
310243011	银矿场累计生产100秘银	
310243021	银矿场累计生产500秘银	
310243031	银矿场累计生产1000秘银	
310243041	银矿场累计生产2000秘银	
310243051	银矿场累计生产5000秘银	
310243061	银矿场累计生产10000秘银	
310243071	银矿场累计生产20000秘银	
310243081	银矿场累计生产50000秘银	
310243091	银矿场累计生产100000秘银	
310243101	银矿场累计生产1000000秘银	
310246011	在酒馆中开启1个普通宝箱	
310246021	在酒馆中开启3个普通宝箱	
310246031	在酒馆中开启5个普通宝箱	
310246041	在酒馆中开启10个普通宝箱	
310246051	在酒馆中开启15个普通宝箱	
310246061	在酒馆中开启20个普通宝箱	
310246071	在酒馆中开启25个普通宝箱	
310246081	在酒馆中开启30个普通宝箱	
310246091	在酒馆中开启40个普通宝箱	
310246101	在酒馆中开启50个普通宝箱	
310246111	在酒馆中开启60个普通宝箱	
310246121	在酒馆中开启70个普通宝箱	
310246131	在酒馆中开启80个普通宝箱	
310246141	在酒馆中开启100个普通宝箱	
310246151	在酒馆中开启150个普通宝箱	
310246161	在酒馆中开启200个普通宝箱	
310246171	在酒馆中开启250个普通宝箱	
310246181	在酒馆中开启300个普通宝箱	
310246191	在酒馆中开启400个普通宝箱	
310246201	在酒馆中开启500个普通宝箱	
310247011	在酒馆中开启1个高级宝箱	
310247021	在酒馆中开启2个高级宝箱	
310247031	在酒馆中开启3个高级宝箱	
310247041	在酒馆中开启4个高级宝箱	
310247051	在酒馆中开启5个高级宝箱	
310247061	在酒馆中开启8个高级宝箱	
310247071	在酒馆中开启10个高级宝箱	
310247081	在酒馆中开启13个高级宝箱	
310247091	在酒馆中开启15个高级宝箱	
310247101	在酒馆中开启18个高级宝箱	
310247111	在酒馆中开启20个高级宝箱	
310247121	在酒馆中开启23个高级宝箱	
310247131	在酒馆中开启25个高级宝箱	
310247141	在酒馆中开启28个高级宝箱	
310247151	在酒馆中开启30个高级宝箱	
310247161	在酒馆中开启35个高级宝箱	
310247171	在酒馆中开启40个高级宝箱	
310247181	在酒馆中开启45个高级宝箱	
310247191	在酒馆中开启50个高级宝箱	
310247201	在酒馆中开启60个高级宝箱	
310250011	将任一英雄升至2级	
310250021	将任一英雄升至4级	
310250031	将任一英雄升至6级	
310250041	将任一英雄升至8级	
310250051	将任一英雄升至10级	
310250061	将任一英雄升至13级	
310250071	将任一英雄升至16级	
310250081	将任一英雄升至20级	
310250091	将任一英雄升至25级	
310250101	将任一英雄升至30级	
310250111	将任一英雄升至35级	
310250121	将任一英雄升至40级	
310250131	将任一英雄升至45级	
310250141	将任一英雄升至50级	
310250151	将任一英雄升至60级	
310251011	拥有2名10级英雄	
310251021	拥有3名10级英雄	
310251031	拥有2名20级英雄	
310251041	拥有3名20级英雄	
310251051	拥有2名30级英雄	
310251061	拥有3名30级英雄	
310251071	拥有2名40级英雄	
310251081	拥有3名40级英雄	
310251091	拥有2名50级英雄	
310251101	拥有3名50级英雄	
310251111	拥有2名60级英雄	
310251121	拥有3名60级英雄	
310252011	将任一英雄升至2星	
310252021	将任一英雄升至3星	
310252031	将任一英雄升至4星	
310252041	将任一英雄升至5星	
310252111	拥有2名2星英雄	
310252121	拥有3名2星英雄	
310252211	拥有2名2星英雄	
310252221	拥有3名2星英雄	
310252311	拥有2名2星英雄	
310252321	拥有3名2星英雄	
310252411	拥有2名2星英雄	
310252421	拥有3名2星英雄	
310253011	在医院中累计治疗100个战斗单位	
310253021	在医院中累计治疗200个战斗单位	
310253031	在医院中累计治疗400个战斗单位	
310253041	在医院中累计治疗600个战斗单位	
310253051	在医院中累计治疗800个战斗单位	
310253061	在医院中累计治疗1000个战斗单位	
310253071	在医院中累计治疗1500个战斗单位	
310253081	在医院中累计治疗2000个战斗单位	
310253091	在医院中累计治疗2500个战斗单位	
310253101	在医院中累计治疗3000个战斗单位	
310253111	在医院中累计治疗4000个战斗单位	
310253121	在医院中累计治疗5000个战斗单位	
310253131	在医院中累计治疗8000个战斗单位	
310253141	在医院中累计治疗12000个战斗单位	
310253151	在医院中累计治疗20000个战斗单位	
310253161	在医院中累计治疗30000个战斗单位	
310253171	在医院中累计治疗40000个战斗单位	
310253181	在医院中累计治疗50000个战斗单位	
310253191	在医院中累计治疗75000个战斗单位	
310253201	在医院中累计治疗100000个战斗单位	
310254011	战斗中累计使用主炮技能3次	
310254021	战斗中累计使用主炮技能5次	
310254031	战斗中累计使用主炮技能8次	
310254041	战斗中累计使用主炮技能10次	
310254051	战斗中累计使用主炮技能15次	
310254061	战斗中累计使用主炮技能20次	
310254071	战斗中累计使用主炮技能25次	
310254081	战斗中累计使用主炮技能30次	
310254091	战斗中累计使用主炮技能40次	
310254101	战斗中累计使用主炮技能50次	
310260011	研究科技“温室”至1级	
310260021	研究科技“温室”至2级	
310260031	研究科技“温室”至3级	
310260041	研究科技“温室”至4级	
310260051	研究科技“温室”至5级	
310260111	研究科技“蒸汽锯”至1级	
310260121	研究科技“蒸汽锯”至2级	
310260131	研究科技“蒸汽锯”至3级	
310260141	研究科技“蒸汽锯”至4级	
310260151	研究科技“蒸汽锯”至5级	
310260211	研究科技“竖井”至1级	
310260221	研究科技“竖井”至2级	
310260231	研究科技“竖井”至3级	
310260241	研究科技“竖井”至4级	
310260251	研究科技“竖井”至5级	
310260311	研究科技“机械”至1级	
310260321	研究科技“机械”至2级	
310260331	研究科技“机械”至3级	
310260341	研究科技“机械”至4级	
310260351	研究科技“机械”至5级	
310260411	研究科技“螺旋钻”至1级	
310260421	研究科技“螺旋钻”至2级	
310260431	研究科技“螺旋钻”至3级	
310260441	研究科技“螺旋钻”至4级	
310260451	研究科技“螺旋钻”至5级	
310260511	研究科技“考古”至1级	
310260521	研究科技“考古”至2级	
310260531	研究科技“考古”至3级	
310260541	研究科技“考古”至4级	
310260551	研究科技“考古”至5级	
310260611	研究科技“有机化肥”至1级	
310260621	研究科技“有机化肥”至2级	
310260631	研究科技“有机化肥”至3级	
310260641	研究科技“有机化肥”至4级	
310260651	研究科技“有机化肥”至5级	
310260661	研究科技“有机化肥”至6级	
310260671	研究科技“有机化肥”至7级	
310260681	研究科技“有机化肥”至8级	
310260691	研究科技“有机化肥”至9级	
310260701	研究科技“有机化肥”至10级	
310260711	研究科技“压木机床”至1级	
310260721	研究科技“压木机床”至2级	
310260731	研究科技“压木机床”至3级	
310260741	研究科技“压木机床”至4级	
310260751	研究科技“压木机床”至5级	
310260761	研究科技“压木机床”至6级	
310260771	研究科技“压木机床”至7级	
310260781	研究科技“压木机床”至8级	
310260791	研究科技“压木机床”至9级	
310260801	研究科技“压木机床”至10级	
310260811	研究科技“炼铁炉”至1级	
310260821	研究科技“炼铁炉”至2级	
310260831	研究科技“炼铁炉”至3级	
310260841	研究科技“炼铁炉”至4级	
310260851	研究科技“炼铁炉”至5级	
310260861	研究科技“炼铁炉”至6级	
310260871	研究科技“炼铁炉”至7级	
310260881	研究科技“炼铁炉”至8级	
310260891	研究科技“炼铁炉”至9级	
310260901	研究科技“炼铁炉”至10级	
310260911	研究科技“建筑工程”至1级	
310260921	研究科技“建筑工程”至2级	
310260931	研究科技“建筑工程”至3级	
310260941	研究科技“建筑工程”至4级	
310260951	研究科技“建筑工程”至5级	
310260961	研究科技“建筑工程”至6级	
310260971	研究科技“建筑工程”至7级	
310260981	研究科技“建筑工程”至8级	
310260991	研究科技“建筑工程”至9级	
310261001	研究科技“建筑工程”至10级	
310261011	研究科技“提纯器”至1级	
310261021	研究科技“提纯器”至2级	
310261031	研究科技“提纯器”至3级	
310261041	研究科技“提纯器”至4级	
310261051	研究科技“提纯器”至5级	
310261061	研究科技“提纯器”至6级	
310261071	研究科技“提纯器”至7级	
310261081	研究科技“提纯器”至8级	
310261091	研究科技“提纯器”至9级	
310261101	研究科技“提纯器”至10级	
310261111	研究科技“神学”至1级	
310261121	研究科技“神学”至2级	
310261131	研究科技“神学”至3级	
310261141	研究科技“神学”至4级	
310261151	研究科技“神学”至5级	
310261161	研究科技“神学”至6级	
310261171	研究科技“神学”至7级	
310261181	研究科技“神学”至8级	
310261191	研究科技“神学”至9级	
310261201	研究科技“神学”至10级	
310265011	研究科技“军事化”至1级	
310265111	研究科技“格斗”至1级	
310265121	研究科技“格斗”至2级	
310265131	研究科技“格斗”至3级	
310265141	研究科技“格斗”至4级	
310265151	研究科技“格斗”至5级	
310265211	研究科技“骑术”至1级	
310265221	研究科技“骑术”至2级	
310265231	研究科技“骑术”至3级	
310265241	研究科技“骑术”至4级	
310265251	研究科技“骑术”至5级	
310265311	研究科技“射击”至1级	
310265321	研究科技“射击”至2级	
310265331	研究科技“射击”至3级	
310265341	研究科技“射击”至4级	
310265351	研究科技“射击”至5级	
310265411	研究科技“火力”至1级	
310265421	研究科技“火力”至2级	
310265431	研究科技“火力”至3级	
310265441	研究科技“火力”至4级	
310265451	研究科技“火力”至5级	
310265511	研究科技“投掷”至1级	
310265521	研究科技“投掷”至2级	
310265531	研究科技“投掷”至3级	
310265541	研究科技“投掷”至4级	
310265551	研究科技“投掷”至5级	
310265711	研究科技“重剑步兵”至1级	
310265721	研究科技“龙马骑兵”至1级	
310265731	研究科技“步枪兵”至1级	
310265741	研究科技“游击机枪手”至1级	
310265751	研究科技“火药弹兵”至1级	
310265911	研究科技“鳞甲”至1级	
310265921	研究科技“鳞甲”至2级	
310265931	研究科技“鳞甲”至3级	
310265941	研究科技“鳞甲”至4级	
310265951	研究科技“鳞甲”至5级	
310266011	研究科技“甲马”至1级	
310266021	研究科技“甲马”至2级	
310266031	研究科技“甲马”至3级	
310266041	研究科技“甲马”至4级	
310266051	研究科技“甲马”至5级	
310266111	研究科技“纤维材料”至1级	
310266121	研究科技“纤维材料”至2级	
310266131	研究科技“纤维材料”至3级	
310266141	研究科技“纤维材料”至4级	
310266151	研究科技“纤维材料”至5级	
310266211	研究科技“防弹衣”至1级	
310266221	研究科技“防弹衣”至2级	
310266231	研究科技“防弹衣”至3级	
310266241	研究科技“防弹衣”至4级	
310266251	研究科技“防弹衣”至5级	
310266311	研究科技“弹力材料”至1级	
310266321	研究科技“弹力材料”至2级	
310266331	研究科技“弹力材料”至3级	
310266341	研究科技“弹力材料”至4级	
310266351	研究科技“弹力材料”至5级	
310266511	研究科技“野营”至1级	
310266521	研究科技“野营”至2级	
310266531	研究科技“野营”至3级	
310266541	研究科技“野营”至4级	
310266551	研究科技“野营”至5级	
310266611	研究科技“驯兽”至1级	
310266621	研究科技“驯兽”至2级	
310266631	研究科技“驯兽”至3级	
310266641	研究科技“驯兽”至4级	
310266651	研究科技“驯兽”至5级	
310266711	研究科技“隐蔽”至1级	
310266721	研究科技“隐蔽”至2级	
310266731	研究科技“隐蔽”至3级	
310266741	研究科技“隐蔽”至4级	
310266751	研究科技“隐蔽”至5级	
310266811	研究科技“冲锋”至1级	
310266821	研究科技“冲锋”至2级	
310266831	研究科技“冲锋”至3级	
310266841	研究科技“冲锋”至4级	
310266851	研究科技“冲锋”至5级	
310266911	研究科技“负重”至1级	
310266921	研究科技“负重”至2级	
310266931	研究科技“负重”至3级	
310266941	研究科技“负重”至4级	
310266951	研究科技“负重”至5级	
310267111	研究科技“战斧步兵”至1级	
310267121	研究科技“冲击骑兵”至1级	
310267131	研究科技“霰弹兵”至1级	
310267141	研究科技“突袭机枪手”至1级	
310267151	研究科技“破甲弹兵”至1级	
310267211	研究科技“演习”至1级	
310267221	研究科技“演习”至2级	
310267231	研究科技“演习”至3级	
310267241	研究科技“演习”至4级	
310267251	研究科技“演习”至5级	
310267311	研究科技“阵法”至1级	
310267321	研究科技“阵法”至2级	
310267331	研究科技“阵法”至3级	
310267341	研究科技“阵法”至4级	
310267351	研究科技“阵法”至5级	
310267411	研究科技“营养学”至1级	
310267421	研究科技“营养学”至2级	
310267431	研究科技“营养学”至3级	
310267441	研究科技“营养学”至4级	
310267451	研究科技“营养学”至5级	
310267511	研究科技“巨斧步兵”至1级	
310267521	研究科技“重甲骑兵”至1级	
310267531	研究科技“狙击兵”至1级	
310267541	研究科技“重机枪手”至1级	
310267551	研究科技“雷爆弹兵”至1级	
310267611	研究科技“蒸汽强化”至1级	
310267621	研究科技“蒸汽强化”至2级	
310267631	研究科技“蒸汽强化”至3级	
310267641	研究科技“蒸汽强化”至4级	
310267651	研究科技“蒸汽强化”至5级	
